GENE	phase1	phase2	phase3
ABCE1	1.02815440782	1.4551458024	0.934404464535
UQCRC2	0.187005459879	-0.575599113719	-0.618168661172
XPNPEP1	0.203175087074	0.751680056141	0.251617507346
XPNPEP3	-0.221563885428	-0.309652567835	-0.330505317611
GGCX	0.339571936071	1.21112678623	0.81654886611
ADNP	0.852892368486	0.799702145238	0.655384530366
KHDRBS1	-0.580926222697	1.28871404691	0.0283536872093
DPYSL2	-0.256458999238	-0.0555238156342	-0.301553990777
IGFBP2	-1.95549698985	-4.91711199784	-5.38631761264
IGFBP7	-0.106395886203	0.537096703763	-0.161831044934
CYP2R1	0.263355580146	0.320119241346	0.526408154951
CKLF	0.431830956744	0.613775413743	0.803444706071
PMS2P2	-1.9180421923	-2.4585324201	-3.08218621834
H3F3BP1	0.253700625714	0.411460615815	0.861366125325
KDM3B	-0.0193921159967	0.106156526082	0.177610125533
KDM3A	-1.02371806908	-1.76583827267	-2.3371446629
NIF3L1	0.0637990996841	0.0773161438719	0.24997280862
TMC6	-2.88341715043	-4.39419805428	-5.25698923796
APIP	0.504462275899	0.653529391015	0.903945041396
EIF2B4	-0.736910071163	-0.379421996416	-0.2909266409
EIF2B5	-0.969479160396	-0.660718148682	-0.496671434706
EIF2B2	-0.795377672616	-1.32552899345	-1.1382280881
EIF2B3	-0.034209082585	0.677501058689	0.509953533619
EIF2B1	0.259675203381	0.341740245001	0.47051307849
MAGT1	-0.222926840992	-0.862046680801	-0.516185754935
QPRT	-1.37212577992	-2.41789624972	-2.36918112716
TMEM14C	-0.387889512056	-0.429633677246	-0.0215746001728
TMEM14B	0.228228736127	0.755315827482	0.0101804756829
TMEM14A	0.150379402175	0.199938223156	0.95578825312
FANCF	0.96685144783	0.669817206491	1.00377663792
MECOM	-0.881765244851	0.406395731466	0.818690825442
IFI16	-1.0616654152	-1.28304084713	-1.48324350565
C9orf123	0.25389304906	0.250742732915	1.03425812076
CLIC4	0.746115843135	1.16169271932	0.315568523303
NLGN2	-1.46156073614	-3.41594831552	-2.91919164326
LRSAM1	-0.468367579391	-0.563089207176	0.324322778345
NUP107	0.113850525686	0.464462182086	0.224381356353
KIAA0020	0.190365625221	-0.168535905664	-0.240053089561
ENY2	0.613312778424	1.59468570358	0.765189031683
ITGA6	-0.176736181905	-0.46497198154	-0.782352439574
TMEM141	-1.48112345328	-3.55543509576	-3.05774930098
API5	-0.217766751154	0.0825647779642	-0.0607104869462
SOWAHA	0.447194909475	0.516904356635	0.26255241089
SECISBP2L	-0.113170141142	0.270480389295	0.367601804251
FAM32A	-1.53071347307	-2.21677894262	-3.12169116837
KIAA1191	-0.543330049647	-0.383292514311	-1.42090973644
VMP1	0.201569971335	0.380007954154	0.495939183556
ZMAT3	-0.427746231107	-0.285879288679	-0.0730012073456
ZMAT2	0.446445508412	0.652549407905	0.646723102863
ZMAT5	-1.17960213255	-1.71188783313	-1.85669029477
C19orf24	-0.0410880098408	-0.42473404047	-0.590965566485
C19orf25	0.244628615693	-2.31673344331	-1.42747442841
MYBL1	0.50810340206	0.713198882182	0.888954668874
NR1D2	-0.25333446206	-2.21881655409	-2.41942709545
MYBL2	-2.3673366175	-2.08798808346	-3.26459173019
ITGB1BP1	-0.111161110059	-0.308000826696	-0.0963915361697
ZNF7	0.838794699135	0.815645275574	0.671069969181
TIPIN	0.110249588858	0.75058407115	-0.0570079301355
ZNF8	-0.509244110021	-0.981050679399	-0.972625459228
ZAP70	-1.17103053894	-2.37006947594	-2.62792904305
OGFR	-1.03805267008	-3.04789866102	-4.19440765536
RAC2	-1.67336812088	-2.95615658008	-2.90227327306
RAC3	-1.477807792	-3.74958606511	-2.5715782487
RAC1	0.0267337609727	0.103743581671	-0.972546512637
SBDS	0.817756663488	0.98477008254	0.323387453536
VCL	-1.12533100102	0.177568124564	0.532281265533
VCP	0.353334313338	1.06525527828	0.490084011136
FIGNL1	0.46152968278	0.39559316709	0.303923828633
PBX2	-1.80374003152	-2.13434511521	-2.51470127134
NSUN2	0.0387077562593	-0.239183821946	-0.337235376328
NSUN4	-0.008961371007	-0.639659984309	-0.476840481693
TUBG1	-0.328829344126	-0.243016419138	0.195232470717
TUBG2	-0.446458173484	-0.46013133001	0.0600091033691
TARS	0.666773422132	0.794018785779	0.473796437873
PTCH1	0.960902831182	1.73409717058	0.751993723048
TIMM44	-0.639134906439	-2.52137384826	-3.20890939979
TUFM	-0.827274063291	-1.05720285958	-0.756118788644
FAM108B1	0.371710647876	0.489093696057	0.469628977554
RAD9A	-1.32246284849	-2.60775643949	-2.62956902617
ERGIC2	-0.187995051867	0.362236063554	0.5111068426
RRP7A	-1.46880643378	-2.93058953501	-3.2648773253
ERGIC1	-0.675682794091	-1.49928861847	-1.37254103005
B3GAT3	-0.725041846152	-1.10736272945	-0.800879438656
CPPED1	0.533952362351	0.491876054297	0.856813719137
CALM2	-0.493109323595	-1.2567683835	-1.52898349559
TTC30A	-0.0289322738137	0.343310547482	-0.0233688731751
SPG21	0.264349776901	-0.091410595035	0.395701144613
CALM1	0.0776225607873	0.0331564666441	0.28030387965
RNU6-28P	0.0749861787382	1.48954335101	1.22252406597
GSDMD	-1.17215706603	-1.80711548604	-0.804858484848
GRAP2	-2.07592343291	-3.24799831475	-3.33822044418
DLGAP4	-0.711857824059	-0.676925917692	-0.322994328864
DLGAP5	-0.291954529805	-0.369479748574	-0.590069621817
TIPRL	-1.17096791928	-0.644394005451	-2.69294801355
MBNL2	0.0766611209911	0.292201731737	0.111237880709
MBNL3	-0.0360275972445	1.70419037421	1.44721597603
OIP5	0.188090056692	-0.124939834544	0.128831040136
CLCN6	0.474491032804	0.805097599295	-0.00751677118767
CLCN5	0.642594710614	2.23034122213	2.13203620001
TRAPPC12	-0.16113507789	0.144431238935	0.0494114955724
BRD8	-0.0967581384123	-0.150093142605	0.351655740402
BRD9	-0.734026369712	-1.62022205184	-1.89129668693
BRD4	0.799396094253	0.961036330029	-0.456051038401
BRD7	-0.244199449067	-0.137061167274	-0.0216351508375
BRD1	-0.673454533623	-1.62871250244	-2.88453428913
BRD2	-1.29771820567	-2.33728640481	-2.4786121818
BRD3	-1.30887698245	-3.17188128352	-3.00936825393
DNAJA2	0.0179132448763	0.0491174778112	0.208660819773
DNAJA3	0.136917898002	-0.188829688874	0.222168203129
DNAJA1	0.43185485168	0.719394552072	-0.395411481969
PTPN12	-0.0528125556356	0.175777086318	-0.718419644185
PTPN11	-0.152167344748	-0.484129453498	-0.299080894796
SETD1B	-1.39135272523	-2.72712489845	-3.55330274343
LYAR	-0.639492307915	-0.494975334934	-0.621669587695
MRPL24	-0.542246173306	-0.554944298147	-0.793082396268
MRPL27	0.775522178268	1.10211219492	1.08990536769
MRPL21	0.471844370732	0.867763072755	0.769845409948
MRPL20	0.398701665323	0.782521722853	0.588200291822
MRPL23	-0.713815299535	0.0138943138316	-0.980027807013
MRPL22	0.703021941986	0.540540553584	0.875668671544
LYRM4	0.331903758433	0.311351969677	0.72323468788
MRPL28	-1.01853184757	-2.13642209231	-2.63530863875
IRS1	0.0653516321817	-0.515338227657	-1.12582401192
NDRG1	-2.86773284483	-3.88171683566	-4.08264277554
NDRG3	-1.39379230051	-1.23395756945	-0.639007559262
ZSCAN2	0.464840589179	0.593959687174	0.659582468959
SRSF5	-2.42370241744	-3.24768711402	-2.91516435059
SRSF4	-0.59091962339	-0.874408767056	-1.31463429589
SRSF7	-0.893649867914	-0.859477634565	-1.79245491102
SRSF6	-0.19915548486	-1.37697207063	-1.66327260964
SRSF1	0.143965450765	-0.685645823906	-1.41401223328
CHD1L	-1.63196382619	-1.50955874089	-1.86767278586
SRSF3	0.808093294421	0.34658769332	-0.345112086439
SRSF2	0.773216043887	0.755854531464	-0.513621472232
MZB1	-1.17908591884	-2.9058418141	-3.1728486621
SRSF8	0.291781008107	0.257983190008	0.120933397281
DNAJB12	0.241304300026	-0.0167360572351	0.152229413698
DNAJB11	0.139535134626	1.1599155945	0.352615434507
RNF135	-0.618981307196	-0.482999194095	0.661585673822
DNAJB14	-0.0841722450297	0.0427679260944	0.135685270413
RNF138	-0.196778404412	-1.05361055056	-1.53717678657
RNF139	-1.234135146	-1.51402539589	-2.31051942305
GID4	-0.439760533994	-1.03266195514	-1.00250812558
GPR137	-0.729913704206	-1.28438802978	-0.644830786399
CISD1	0.296080318095	0.38039605235	0.326039496681
LINC00152	0.345948746779	0.430137549899	0.267675552066
TSHZ3	0.623399408076	0.769649903284	0.230727825158
CDK7	0.720347952244	1.23181489053	0.184720244836
GID8	-0.530605365704	-0.876174951524	-0.68163291061
TRMT12	-0.268053385635	-0.0273435867156	-0.385634267375
ZNF581	-0.860484041163	-1.87633910203	-1.77411036109
ZNF580	-1.15904995465	-1.87197984515	-1.53374962424
TIPARP	0.107654836187	0.116832991603	0.299909670149
ZNF584	0.0701062087526	-0.06935698723	-0.0298680828659
F8A1	0.140374804819	0.194545174742	0.0146812981458
ASUN	-0.999536129764	-1.70121679941	-2.1088979607
CAMKK2	0.617852354566	0.326745427547	0.575376016058
MTRF1L	-0.469256503186	-0.455036971077	-0.739586665589
MYO1B	-1.26086030789	-0.515728995723	0.327281650632
CHMP3	-0.0438616306867	-0.160705081426	-0.227915531157
CHMP7	-0.571505654877	-1.95250358654	-2.23520290181
CHMP6	-0.867499192126	-1.41688662494	-1.0190250456
CHMP5	0.464313505205	0.632615833128	0.633778756801
DENND6A	-0.571964098682	-0.711375889962	-0.748373325562
TSSC1	-1.26455526104	-1.87191932563	-2.98918200071
CTPS1	-0.0229901657429	-0.666657419676	-0.707132144332
ZER1	-1.34347905091	-2.86817398336	-1.8187383076
PPAPDC1B	0.812235386368	1.90976350437	1.98833617933
PPIAL4G	-0.202545471075	0.304864099703	0.0987957878193
CEP57	-0.287269536678	0.197620955851	0.0634659857887
FAM160B1	0.471214849401	0.396158609314	0.0819149782723
HIST2H2AA3	-1.88366676975	-3.12917829805	-3.79143605987
ATAT1	-0.226913940082	0.223752842384	0.194370618465
NUBP2	-0.328536482325	-1.69169469105	-1.17777438068
NEMF	0.231547647275	1.20489577674	0.993265450859
ZNF326	0.565956775969	1.08606164425	0.828111593693
SRF	0.217375747652	0.318388059242	-0.13116548776
FAM214A	-0.178340367102	0.537368375037	0.251506441087
SRI	-0.105180701402	0.278854293849	0.181998185622
SRM	0.0155396246721	-2.24362000129	-3.55409295112
LGALS8	-0.0569208892455	0.755041327608	0.560577989101
AKIRIN2	-0.013342927038	0.49478610763	-0.325761137366
AKIRIN1	-0.784813287016	-1.5405596817	-1.54361671011
EIF2AK1	0.489141646537	1.2807369232	0.713637355306
EIF2AK3	0.297971949661	0.235049865023	0.181108023727
EIF2AK2	-0.521810913928	-0.90066718537	-0.553343521103
TDG	0.720665518835	1.17320653873	0.460975404794
EIF2AK4	-0.180179668189	0.904433840306	0.493260767098
HN1	0.289833707078	0.168395789164	0.147680730524
MYO19	-0.634789354777	-0.695054392838	-0.270259345533
FAM136A	0.42076251167	1.30699629255	0.682322875892
TRNT1	0.454509016692	0.619241454724	0.923522664163
ASAP1	0.142735391359	0.827697695705	0.572040577665
NMI	0.459878844573	1.46414447937	1.30061061301
OCRL	-0.30310367083	0.645216175752	0.668087438835
HILPDA	0.667500738265	0.537088822932	0.523904673
KIAA1524	-0.10486364536	0.296397355171	-0.123667413342
MPDU1	-1.2131625232	-2.56252935224	-2.71699442297
KIAA1033	-1.10067476547	-0.0321573650932	-0.499443682652
LPGAT1	0.339781908374	0.885991342423	0.373432011577
LRRC28	-0.134048093015	-1.61613093825	-0.851449558139
TIMM17B	-0.257010683268	-0.819694369865	-0.289579080137
ST13P4	-0.376229811906	-0.980901703305	-0.54109510919
LPCAT4	-2.54427441349	-3.94430035666	-3.78112320069
LPCAT3	-1.30046155779	-2.04577154211	-2.56251507327
LPCAT1	-0.319496100559	-0.882948178541	-0.5278881039
PIGA	0.435649747109	0.772652533473	0.332046787972
PIGB	0.32405214148	1.52073305231	0.995539104344
PIGC	0.389009313704	0.24254284781	0.595136786174
PIGF	-0.480093121621	0.00991281388886	0.308246661101
PIGH	0.763639011151	0.885644920699	0.478572734289
PIGK	0.259137240561	1.13892429508	1.0967581987
PIGL	-1.97332875404	-2.79714769866	-2.59098137979
PIGM	0.265341482111	0.856958629434	0.552657174148
TMEM194A	-0.445022522425	-0.403390782024	-0.61651999249
PIGQ	-2.02437206542	-3.7272038298	-3.4911494493
PIGS	-0.214204708559	-0.639063467569	-0.363187620557
ILKAP	0.44344279814	0.0837442266809	0.284841377269
PIGU	0.117900927939	-0.568580336586	0.0403465447183
WRAP53	-1.99066904073	-4.11682679262	-4.43138494344
PIGX	-0.758636797838	-1.13974572121	-0.666833086144
TAX1BP1	0.273713142228	0.86562083501	0.747679690354
SERPINB9	0.0665845857303	0.0962642928251	-0.276734676124
TAX1BP3	-1.68869757754	-2.78210283918	-2.84971222212
ANKLE2	0.564755272079	0.28871318119	-0.105899089629
RHPN1	-1.60345344006	-2.94551197541	-2.28169887187
RPS2P46	-1.11730377438	-2.00230904497	-1.86474414671
SRRM1	-0.805952548758	-0.879835885124	-1.10623680229
BBIP1	0.0478001936709	0.744724978533	0.0414760469859
SRRM2	-0.22527112194	-1.02749475546	-0.899958492417
CCDC176	-0.212345586239	0.435331355381	-0.633399778676
C9orf116	-0.0829809416825	-1.2720153321	-1.48379910862
PDK1	-0.602390904023	-1.62241325436	-1.96667634714
PDK3	-0.278962644749	-0.211151697514	-0.244820288527
EBP	-0.680674442425	-0.508372604739	-1.62567577224
LNPEP	-0.174667687375	0.453277972842	0.216791699279
SEC61A1	-0.574935743053	-2.290982972	-2.23018460281
SEC61A2	0.624852360882	0.711056875702	0.59997007378
PECR	-0.622486153954	-0.579796026089	0.0156259123919
TM2D3	0.583347385223	0.312466957208	0.692114296467
BANF1P3	-0.281197350223	-0.863340049508	-3.0649122664
ZFAND6	1.01522099681	1.35554220251	1.40188382674
PUF60	-1.640015182	-2.27900918299	-2.91874635399
ZFAND3	-1.55621964482	-2.90061185615	-3.0073306611
SLC39A13	-1.87940136526	-3.48014376343	-3.4084205498
SLC39A10	-0.667472867436	-1.51173724876	-2.33655848783
CEP120	-1.10435051505	-0.295271419172	-1.7006234945
EIF1AX	0.589005931154	0.261880753548	-0.131470114912
EIF1AY	0.239644066438	1.18582556344	0.832084350257
RSBN1	0.158625637467	-0.0595622247662	0.000334701713076
ARHGAP23	-0.269097838842	-1.24188012208	-1.78142093884
LRPAP1	-1.20958246076	-3.4626563367	-4.31879325984
ARHGAP21	0.554898838504	0.88140612647	0.839529884715
ARHGAP27	-1.19412961318	-2.50277551682	-2.52583130669
ARHGAP26	-0.334739582788	0.249266477269	1.20904165357
ARHGAP25	-0.0693938703093	0.365978114569	-0.129038553751
HMGN2P17	-0.914376519085	-2.4050896997	-3.13098771244
DDIT3	0.311580623928	-0.155018941193	-0.991154470146
DDIT4	1.19028161918	3.52259644827	0.395904527802
RBFA	0.460602828587	0.409853768534	0.42766659816
PCGF3	0.734821745245	1.48637501221	0.745068895484
NKRF	-0.287904673574	-0.666870993831	-0.870842913004
AFTPH	0.585873469421	1.2928352873	0.989412140906
MYSM1	0.276638753361	0.89894009466	0.559311671653
ATG2A	0.0299315274441	-0.114026908482	0.0609947524743
SMAD3	-0.555072733823	0.172259751355	0.646036982248
MLYCD	-0.348268618215	-0.723999063908	-0.182772271256
BMP4	0.050649851184	-0.153098623203	-0.226480095684
MUS81	-1.21478723377	-0.432197471336	-0.441016640241
DR1	0.033460674377	0.00427800593365	-0.21883815044
RLIM	0.303041520095	-0.391812338538	-0.503618350624
C1orf35	-0.524046826608	-1.13625607937	-0.807835654907
SWT1	-1.41128964107	-0.42122367678	-0.0438413666308
TERF2	-0.750428251819	-1.82269344487	-1.39403509951
TERF1	-0.448432282187	-0.236901596978	-0.192944646842
FEM1A	-0.671167665126	-0.830447970837	-1.09396919229
GOLGA8A	-0.849774971016	-0.804960354961	-0.977545949517
GOLGA8B	-1.28984436031	-1.45106381323	-0.965762240535
RASSF1	-1.32961830865	-2.34361382924	-2.34438738512
PTOV1	-0.609771786586	-1.21409349403	-0.909483792865
PTPMT1	0.216345322622	-0.363399016654	0.199943527927
RASSF2	-0.201791139896	0.772700204954	1.72694698193
RASSF5	1.13760987876	-0.230180929849	0.703705204765
NHP2	0.268635722453	-0.478403741426	0.0165840652743
RSAD1	0.682834271969	-0.139975553824	0.59629455543
CHD1	-0.127454450479	-0.140574224285	-0.512719387227
CHD3	-1.87339162876	-3.57621244506	-3.6583648996
CHD2	-1.36010175182	-1.64394281978	-1.87010175311
EPHB6	-2.26153648801	-2.19421790629	-2.30914880128
CHD4	-1.90546760287	-2.55964392473	-2.82606450062
CHD7	0.907667984036	1.87655681346	1.59116370612
CHD6	0.0489881301315	-0.0155176356392	0.107922400381
CHD8	-0.902908938121	-0.386798997049	-1.1419065005
CAP1	-0.571143529472	-0.520029987061	-0.86637252042
NPC2	0.0137671377812	-0.173260598602	-0.284478841286
NPC1	0.556630649242	1.03890284495	0.817417657062
CHML	0.750793494908	1.12621112608	0.883715546373
LINC00324	-0.0551436913605	0.181511829983	-0.526178068347
TTC5	-0.841384010309	-0.808109871454	-0.777595257617
TTC4	0.554681671007	-0.0439399654347	0.283791276461
RAB3GAP2	-0.425520533208	-0.300268197164	-0.784346494084
TTC3	-0.250561941456	0.5773128929	0.673740447006
RAB3GAP1	-0.421316613346	-0.564200888228	-0.645481197657
C3orf52	0.0664526769147	-0.0237973596068	-0.524602440802
DAG1	-1.32250613099	-1.46283689609	-2.10560712611
DYNC1LI2	0.173014772044	0.419072698284	0.0626974237161
TPRKB	-0.067791206662	-0.211546983415	-0.433289940067
MPG	-1.10803555861	-1.81020979441	-1.43410172511
PRDM15	-0.376229811907	-0.743157969106	-0.796460041203
PLSCR3	-0.959783055742	-1.78960640796	-1.03673001418
PLSCR1	0.463359222599	1.82515789894	1.39944436237
MPI	-1.98378218668	-2.96994235626	-2.72016889112
SGSM3	-0.988393855579	-1.85663505368	-1.48719888559
MCPH1	0.0983447628354	-0.045749331775	-0.492546791481
GRPEL1	-0.33702804587	-0.796420783788	-0.893629279102
GRPEL2	0.897473259962	0.225555371057	0.26233654118
PLRG1	0.21315767622	0.405535437945	0.23767784635
PRKCQ	-0.483933619498	0.419841602668	0.26395444595
QRSL1	0.321771820627	0.581414924148	0.464163036187
BTG3	0.225949632171	-0.00644163392646	-0.771776972164
BTG2	-0.46420476761	-1.55361459695	-1.23049348406
BTG1	-1.13416564976	-3.30478992182	-5.99406433897
SLA2	0.217142672371	0.816542418917	0.760284102985
METAP1	-1.11422808436	-2.30585964808	-2.53475957109
C4orf33	0.182047475024	0.337998903809	0.196932258684
SRD5A3	0.164152092843	0.916898125508	0.944544826196
HELLS	0.499788903012	0.173204100221	0.33630732403
FAM49B	0.267163705125	0.8228775494	0.230030642589
ZFP36L1	-0.735619839166	-1.23816106286	-1.20245203761
GGA1	-1.3201858407	-2.4804558855	-3.26234633222
GGA3	-0.08124468704	-0.19218041334	0.0633596852106
C15orf40	0.627113153768	1.84672679317	1.06491583544
C15orf41	-0.168322564126	0.363270714407	0.884966093212
FHOD1	-0.652042009544	0.24682055249	0.428281410623
ADH5	0.184806422313	0.722609373868	0.741787979136
PKD2	-0.271830114276	0.278242467252	0.563159547125
